booking_id,booking_date,checkin_date,checkout_date,hotel_id,room_nights_booked,booking_status,booking_channel,base_price,discount_amount,final_price_paid
2880,2024-10-28,2024-10-28,2024-10-31,11,48,Completed,App,3850.99,578.65,3272.34
2881,2024-10-29,2024-10-29,2024-10-30,11,43,Completed,App,3928.43,651.68,3276.75
2882,2024-10-30,2024-10-30,2024-11-02,11,35,Completed,OTA Partner,3301.35,256.88,3044.47
2883,2024-10-31,2024-10-31,2024-11-01,11,39,Completed,Web,3274.78,425.75,2849.03
2884,2024-11-01,2024-11-01,2024-11-03,11,41,Completed,App,4201.08,574.19,3626.88
2885,2024-11-02,2024-11-02,2024-11-05,11,37,Completed,OTA Partner,3643.89,219.93,3423.96
2886,2024-11-03,2024-11-03,2024-11-05,11,52,Completed,App,4302.75,445.87,3856.89
2887,2024-11-04,2024-11-04,2024-11-06,11,45,Completed,App,3241.08,506.29,2734.78
2888,2024-11-05,2024-11-05,2024-11-07,11,37,Completed,App,3357.54,534.92,2822.62
2889,2024-11-06,2024-11-06,2024-11-07,11,30,Completed,Walk-In,3340.18,15.62,3324.55
2890,2024-11-07,2024-11-07,2024-11-09,11,35,Completed,App,3956.24,582.54,3373.69
2891,2024-11-08,2024-11-08,2024-11-09,11,50,Completed,Web,4336.02,551.77,3784.26
2892,2024-11-09,2024-11-09,2024-11-10,11,40,Completed,App,3780.5,588.38,3192.13
2893,2024-11-10,2024-11-10,2024-11-11,11,44,Completed,Walk-In,4107.4,75.8,4031.6
2894,2024-11-11,2024-11-11,2024-11-13,11,40,Completed,App,3734.32,308.81,3425.51
2895,2024-11-12,2024-11-12,2024-11-13,11,45,Completed,OTA Partner,3453.05,381.86,3071.19
2896,2024-11-13,2024-11-13,2024-11-15,11,35,Completed,App,4141.75,409.88,3731.87
2897,2024-11-14,2024-11-14,2024-11-15,11,29,Completed,OTA Partner,3959.24,536.89,3422.35
2898,2024-11-15,2024-11-15,2024-11-16,11,49,Completed,App,4119.57,520.01,3599.57
2899,2024-11-16,2024-11-16,2024-11-18,11,36,Completed,OTA Partner,3904.62,489.58,3415.05
2900,2024-11-17,2024-11-17,2024-11-18,11,47,Completed,Web,4302.89,677.09,3625.79
2901,2024-11-18,2024-11-18,2024-11-19,11,47,Completed,Walk-In,3087.43,159.81,2927.62
2902,2024-11-19,2024-11-19,2024-11-20,11,33,Completed,App,3048.48,326.2,2722.28
2903,2024-11-20,2024-11-20,2024-11-22,11,38,Completed,OTA Partner,4028.68,368.31,3660.37
2904,2024-11-21,2024-11-21,2024-11-22,11,38,Completed,App,3291.79,421.32,2870.47
2905,2024-11-22,2024-11-22,2024-11-24,11,39,Completed,OTA Partner,4737.63,273.66,4463.97
2906,2024-11-23,2024-11-23,2024-11-24,11,41,Cancelled,Walk-In,4267.21,99.59,4167.62
2907,2024-11-24,2024-11-24,2024-11-25,11,35,Completed,Web,3593.5,500.51,3092.99
2908,2024-11-25,2024-11-25,2024-11-28,11,22,Completed,App,3107.16,282.5,2824.65
2909,2024-11-26,2024-11-26,2024-11-28,11,32,Cancelled,Walk-In,4137.19,7.62,4129.57
2910,2024-11-27,2024-11-27,2024-11-28,11,35,Completed,Web,3071.14,534.85,2536.28
2911,2024-11-28,2024-11-28,2024-11-29,11,25,Cancelled,OTA Partner,3214.78,298.37,2916.41
2912,2024-11-29,2024-11-29,2024-11-30,11,47,Completed,Web,4614.47,529.98,4084.5
2913,2024-11-30,2024-11-30,2024-12-01,11,42,Completed,OTA Partner,4707.89,441.96,4265.94
2914,2024-12-01,2024-12-01,2024-12-02,11,47,Completed,App,4543.79,528.48,4015.31
2915,2024-12-02,2024-12-02,2024-12-05,11,48,Completed,App,4087.86,421.13,3666.72
2916,2024-12-03,2024-12-03,2024-12-05,11,34,Completed,App,3401.5,609.6,2791.9
2917,2024-12-04,2024-12-04,2024-12-05,11,33,Completed,App,3228.8,346.39,2882.4
2918,2024-12-05,2024-12-05,2024-12-06,11,50,Completed,App,3112.98,457.11,2655.87
2919,2024-12-06,2024-12-06,2024-12-08,11,52,Completed,App,4294.53,589.06,3705.47
2920,2024-12-07,2024-12-07,2024-12-08,11,44,Completed,App,4724.59,611.66,4112.93
2921,2024-12-08,2024-12-08,2024-12-09,11,42,Completed,OTA Partner,4373.73,751.53,3622.2
2922,2024-12-09,2024-12-09,2024-12-10,11,45,Completed,Web,3186.78,329.89,2856.89
2923,2024-12-10,2024-12-10,2024-12-11,11,33,Completed,Walk-In,4069.22,28.34,4040.89
2924,2024-12-11,2024-12-11,2024-12-12,11,48,Completed,Web,3998.79,671.59,3327.2
2925,2024-12-12,2024-12-12,2024-12-14,11,42,Cancelled,App,3214.03,495.41,2718.62
2926,2024-12-13,2024-12-13,2024-12-15,11,55,Cancelled,Walk-In,4864.08,215.77,4648.31
2927,2024-12-14,2024-12-14,2024-12-15,11,40,Completed,App,4706.79,501.4,4205.39
2928,2024-12-15,2024-12-15,2024-12-17,11,40,Completed,Web,4391.81,489.1,3902.71
2929,2024-12-16,2024-12-16,2024-12-18,11,41,Cancelled,Web,3008.32,256.08,2752.24
2930,2024-12-17,2024-12-17,2024-12-20,11,28,Cancelled,OTA Partner,3687.89,474.76,3213.13
2931,2024-12-18,2024-12-18,2024-12-19,11,37,Completed,OTA Partner,3847.13,390.2,3456.93
2932,2024-12-19,2024-12-19,2024-12-20,11,45,Cancelled,App,3430.31,302.75,3127.55
2933,2024-12-20,2024-12-20,2024-12-21,11,44,Completed,App,4108.99,640.51,3468.48
2934,2024-12-21,2024-12-21,2024-12-23,11,47,Completed,Web,3806.67,451.66,3355.01
2935,2024-12-22,2024-12-22,2024-12-23,11,45,Cancelled,Walk-In,4816.82,317.61,4499.22
2936,2024-12-23,2024-12-23,2024-12-25,11,38,Completed,OTA Partner,4094.29,244.23,3850.07
2937,2024-12-24,2024-12-24,2024-12-26,11,44,Completed,Web,4198.95,548.72,3650.23
2938,2024-12-25,2024-12-25,2024-12-26,11,44,Completed,App,3471.94,283.89,3188.05
2939,2024-12-26,2024-12-26,2024-12-27,11,39,Completed,Walk-In,3999.8,142.04,3857.76
2940,2024-12-27,2024-12-27,2024-12-28,11,45,Completed,OTA Partner,3851.99,731.27,3120.72
2941,2024-12-28,2024-12-28,2024-12-31,11,33,Cancelled,Walk-In,3832.91,241.86,3591.05
2942,2024-12-29,2024-12-29,2024-12-30,11,44,Completed,App,4733.99,746.03,3987.96
2943,2024-12-30,2024-12-30,2024-12-31,11,31,Completed,App,3090.36,460.02,2630.34
2944,2024-12-31,2024-12-31,2025-01-01,11,46,Cancelled,App,3323.53,482.66,2840.87
2945,2025-01-01,2025-01-01,2025-01-02,11,29,Completed,OTA Partner,4164.42,210.58,3953.83
2946,2025-01-02,2025-01-02,2025-01-03,11,51,Cancelled,OTA Partner,3176.3,379.84,2796.46
2947,2025-01-03,2025-01-03,2025-01-04,11,37,Completed,Web,4878.74,474.34,4404.39
2948,2025-01-04,2025-01-04,2025-01-07,11,41,Completed,Web,4060.89,372.15,3688.74
2949,2025-01-05,2025-01-05,2025-01-06,11,45,Completed,App,4460.49,708.2,3752.29
2950,2025-01-06,2025-01-06,2025-01-08,11,58,No-Show,App,3530.94,351.58,3179.35
2951,2025-01-07,2025-01-07,2025-01-08,11,43,Completed,Web,3608.51,467.83,3140.68
2952,2025-01-08,2025-01-08,2025-01-10,11,32,Completed,Walk-In,3512.92,127.37,3385.55
2953,2025-01-09,2025-01-09,2025-01-10,11,35,Completed,Walk-In,3427.43,158.4,3269.03
2954,2025-01-10,2025-01-10,2025-01-11,11,39,Completed,OTA Partner,4703.43,601.19,4102.24
2955,2025-01-11,2025-01-11,2025-01-12,11,45,Completed,App,4358.18,725.29,3632.88
2956,2025-01-12,2025-01-12,2025-01-14,11,50,Completed,OTA Partner,4054.8,367.28,3687.51
2957,2025-01-13,2025-01-13,2025-01-14,11,36,Completed,Web,3326.41,309.62,3016.79
2958,2025-01-14,2025-01-14,2025-01-17,11,34,Completed,App,3049.77,492.28,2557.49
2959,2025-01-15,2025-01-15,2025-01-16,11,37,Completed,Walk-In,3141.76,103.72,3038.04
2960,2025-01-16,2025-01-16,2025-01-17,11,40,Completed,App,3593.12,371.33,3221.79
2961,2025-01-17,2025-01-17,2025-01-18,11,41,Completed,OTA Partner,4847.88,631.65,4216.23
2962,2025-01-18,2025-01-18,2025-01-19,11,38,Completed,OTA Partner,4682.4,614.28,4068.12
2963,2025-01-19,2025-01-19,2025-01-22,11,53,Completed,Walk-In,4084.86,266.04,3818.82
2964,2025-01-20,2025-01-20,2025-01-22,11,38,Completed,OTA Partner,3143.99,529.11,2614.88
2965,2025-01-21,2025-01-21,2025-01-24,11,33,Completed,Web,3261.88,541.25,2720.63
2966,2025-01-22,2025-01-22,2025-01-23,11,35,Cancelled,OTA Partner,4089.68,363.87,3725.81
2967,2025-01-23,2025-01-23,2025-01-26,11,33,Cancelled,Walk-In,3675.35,281.39,3393.96
2968,2025-01-24,2025-01-24,2025-01-27,11,47,Cancelled,App,4703.85,742.58,3961.27
2969,2025-01-25,2025-01-25,2025-01-27,11,54,Cancelled,App,3584.72,301.83,3282.88
2970,2025-01-26,2025-01-26,2025-01-29,11,42,Completed,App,4117.7,649.63,3468.07
2971,2025-01-27,2025-01-27,2025-01-28,11,42,Completed,Walk-In,3939.59,130.82,3808.77
2972,2025-01-28,2025-01-28,2025-01-30,11,43,Completed,OTA Partner,3517.95,343.35,3174.6
2973,2025-01-29,2025-01-29,2025-01-31,11,35,Completed,OTA Partner,3059.76,488.31,2571.45
2974,2025-01-30,2025-01-30,2025-02-01,11,39,Cancelled,App,3913.37,618.77,3294.59
2975,2025-01-31,2025-01-31,2025-02-01,11,59,Cancelled,App,4434.36,546.0,3888.35
2976,2025-02-01,2025-02-01,2025-02-02,11,55,Completed,App,3932.28,562.18,3370.1
2977,2025-02-02,2025-02-02,2025-02-05,11,45,Completed,Web,3665.22,627.72,3037.49
2978,2025-02-03,2025-02-03,2025-02-04,11,35,Cancelled,App,3249.52,417.24,2832.29
2979,2025-02-04,2025-02-04,2025-02-05,11,38,Cancelled,App,3936.66,452.26,3484.4
2980,2025-02-05,2025-02-05,2025-02-06,11,38,Completed,App,3210.02,395.01,2815.01
2981,2025-02-06,2025-02-06,2025-02-07,11,43,Completed,OTA Partner,3139.9,397.76,2742.14
2982,2025-02-07,2025-02-07,2025-02-08,11,42,Completed,Web,4267.66,372.59,3895.06
2983,2025-02-08,2025-02-08,2025-02-10,11,48,Completed,Walk-In,4760.29,282.83,4477.46
2984,2025-02-09,2025-02-09,2025-02-11,11,36,Completed,Web,4418.54,526.89,3891.65
2985,2025-02-10,2025-02-10,2025-02-13,11,36,Completed,Web,3462.63,556.66,2905.97
2986,2025-02-11,2025-02-11,2025-02-12,11,37,Completed,OTA Partner,3876.16,343.7,3532.46
2987,2025-02-12,2025-02-12,2025-02-14,11,41,Completed,Walk-In,3176.67,64.94,3111.74
2988,2025-02-13,2025-02-13,2025-02-15,11,36,Completed,App,3343.58,503.18,2840.39
2989,2025-02-14,2025-02-14,2025-02-15,11,62,Cancelled,App,4408.44,359.9,4048.54
2990,2025-02-15,2025-02-15,2025-02-16,11,47,Completed,Web,4096.31,441.95,3654.36
2991,2025-02-16,2025-02-16,2025-02-17,11,32,No-Show,Web,4501.99,727.59,3774.4
2992,2025-02-17,2025-02-17,2025-02-19,11,34,No-Show,App,3353.68,595.76,2757.92
2993,2025-02-18,2025-02-18,2025-02-19,11,32,Completed,OTA Partner,3310.31,202.85,3107.47
2994,2025-02-19,2025-02-19,2025-02-20,11,30,Completed,Web,3174.23,265.89,2908.34
2995,2025-02-20,2025-02-20,2025-02-23,11,31,Completed,App,3892.44,575.26,3317.18
2996,2025-02-21,2025-02-21,2025-02-23,11,40,Cancelled,App,4920.94,674.19,4246.74
2997,2025-02-22,2025-02-22,2025-02-24,11,43,Cancelled,Web,4316.15,740.54,3575.61
2998,2025-02-23,2025-02-23,2025-02-26,11,43,Completed,Web,3815.72,424.87,3390.85
2999,2025-02-24,2025-02-24,2025-02-26,11,31,Completed,OTA Partner,3054.25,589.99,2464.26
3000,2025-02-25,2025-02-25,2025-02-26,11,32,Cancelled,App,3059.72,465.07,2594.64
3001,2025-02-26,2025-02-26,2025-02-27,11,36,Completed,App,3292.92,523.99,2768.93
3002,2025-02-27,2025-02-27,2025-02-28,11,32,Completed,Walk-In,3159.21,152.49,3006.72
3003,2025-02-28,2025-02-28,2025-03-01,11,39,Completed,App,4570.26,688.12,3882.14
3004,2024-06-01,2024-06-01,2024-06-02,12,58,Completed,App,6247.34,823.77,5423.57
3005,2024-06-02,2024-06-02,2024-06-03,12,68,Completed,App,5666.28,935.97,4730.31
3006,2024-06-03,2024-06-03,2024-06-04,12,54,Completed,Walk-In,5888.63,75.84,5812.79
3007,2024-06-04,2024-06-04,2024-06-06,12,51,Cancelled,OTA Partner,6252.03,378.79,5873.23
3008,2024-06-05,2024-06-05,2024-06-07,12,63,Completed,Web,5823.11,978.52,4844.59
3009,2024-06-06,2024-06-06,2024-06-08,12,69,Completed,Web,6475.65,824.9,5650.75
3010,2024-06-07,2024-06-07,2024-06-09,12,72,Completed,Walk-In,6089.24,477.07,5612.18
3011,2024-06-08,2024-06-08,2024-06-09,12,66,Completed,Walk-In,6613.12,16.36,6596.76
3012,2024-06-09,2024-06-09,2024-06-11,12,81,Completed,Walk-In,6232.02,404.89,5827.13
3013,2024-06-10,2024-06-10,2024-06-12,12,73,Cancelled,Web,5567.63,736.03,4831.6
3014,2024-06-11,2024-06-11,2024-06-12,12,52,Completed,Web,5222.85,681.09,4541.76
3015,2024-06-12,2024-06-12,2024-06-13,12,68,Completed,App,6048.03,490.41,5557.62
3016,2024-06-13,2024-06-13,2024-06-14,12,57,Completed,App,6185.86,1107.42,5078.44
3017,2024-06-14,2024-06-14,2024-06-15,12,78,Completed,OTA Partner,7621.3,1501.32,6119.98
3018,2024-06-15,2024-06-15,2024-06-17,12,73,Completed,Walk-In,6000.08,15.73,5984.34
3019,2024-06-16,2024-06-16,2024-06-17,12,71,Completed,Web,6325.76,1125.96,5199.81
3020,2024-06-17,2024-06-17,2024-06-19,12,58,Completed,OTA Partner,6421.09,664.36,5756.74
3021,2024-06-18,2024-06-18,2024-06-19,12,66,Completed,OTA Partner,6466.01,792.29,5673.72
3022,2024-06-19,2024-06-19,2024-06-20,12,51,Completed,Walk-In,5158.41,245.28,4913.13
3023,2024-06-20,2024-06-20,2024-06-21,12,68,Completed,OTA Partner,6034.72,849.67,5185.05
3024,2024-06-21,2024-06-21,2024-06-22,12,70,Cancelled,App,5891.94,1003.48,4888.45
3025,2024-06-22,2024-06-22,2024-06-23,12,73,Cancelled,App,5545.06,511.07,5033.99
3026,2024-06-23,2024-06-23,2024-06-25,12,67,Completed,OTA Partner,6496.73,904.3,5592.43
3027,2024-06-24,2024-06-24,2024-06-26,12,60,Cancelled,OTA Partner,6377.23,1266.09,5111.13
3028,2024-06-25,2024-06-25,2024-06-28,12,43,Completed,App,6152.43,684.36,5468.07
3029,2024-06-26,2024-06-26,2024-06-27,12,56,Completed,OTA Partner,5602.49,600.64,5001.86
3030,2024-06-27,2024-06-27,2024-06-28,12,69,Completed,App,5753.58,978.89,4774.69
3031,2024-06-28,2024-06-28,2024-06-29,12,80,Completed,OTA Partner,5477.49,566.62,4910.87
3032,2024-06-29,2024-06-29,2024-07-01,12,70,Completed,Walk-In,6576.02,140.45,6435.57
3033,2024-06-30,2024-06-30,2024-07-02,12,73,Cancelled,Web,5418.25,767.43,4650.82
3034,2024-07-01,2024-07-01,2024-07-02,12,61,Completed,Web,5620.4,844.3,4776.09
3035,2024-07-02,2024-07-02,2024-07-05,12,64,Cancelled,App,4621.7,705.37,3916.33
3036,2024-07-03,2024-07-03,2024-07-04,12,67,Completed,App,5547.62,736.11,4811.52
3037,2024-07-04,2024-07-04,2024-07-05,12,58,Completed,Walk-In,6215.47,150.53,6064.93
3038,2024-07-05,2024-07-05,2024-07-06,12,89,Completed,App,6500.07,530.47,5969.6
3039,2024-07-06,2024-07-06,2024-07-08,12,77,Completed,Walk-In,6188.29,452.82,5735.47
3040,2024-07-07,2024-07-07,2024-07-08,12,85,Completed,Web,5930.16,1018.03,4912.13
3041,2024-07-08,2024-07-08,2024-07-09,12,50,Completed,OTA Partner,4587.92,487.2,4100.72
3042,2024-07-09,2024-07-09,2024-07-11,12,58,Completed,App,5116.39,882.08,4234.31
3043,2024-07-10,2024-07-10,2024-07-11,12,58,Completed,App,4745.62,729.57,4016.05
3044,2024-07-11,2024-07-11,2024-07-12,12,61,Completed,App,6403.87,1007.45,5396.42
3045,2024-07-12,2024-07-12,2024-07-15,12,77,Cancelled,App,6619.66,703.7,5915.96
3046,2024-07-13,2024-07-13,2024-07-15,12,66,Completed,Web,6281.31,530.37,5750.94
3047,2024-07-14,2024-07-14,2024-07-15,12,62,Cancelled,Walk-In,5613.91,197.2,5416.72
3048,2024-07-15,2024-07-15,2024-07-17,12,75,Completed,Web,5198.24,743.91,4454.33
3049,2024-07-16,2024-07-16,2024-07-17,12,57,Completed,Walk-In,5644.71,72.62,5572.09
3050,2024-07-17,2024-07-17,2024-07-18,12,61,Completed,OTA Partner,6474.69,634.44,5840.25
3051,2024-07-18,2024-07-18,2024-07-19,12,50,Completed,OTA Partner,5928.39,661.15,5267.24
3052,2024-07-19,2024-07-19,2024-07-20,12,67,Completed,App,6656.82,1160.74,5496.08
3053,2024-07-20,2024-07-20,2024-07-21,12,81,Completed,OTA Partner,7493.42,850.82,6642.6
3054,2024-07-21,2024-07-21,2024-07-23,12,69,Completed,Walk-In,6529.12,6.68,6522.44
3055,2024-07-22,2024-07-22,2024-07-24,12,46,Completed,App,4726.96,736.32,3990.64
3056,2024-07-23,2024-07-23,2024-07-25,12,54,Completed,OTA Partner,6178.54,513.94,5664.6
3057,2024-07-24,2024-07-24,2024-07-25,12,59,Completed,Web,4831.15,389.0,4442.16
3058,2024-07-25,2024-07-25,2024-07-27,12,48,Cancelled,Web,4991.99,411.57,4580.43
3059,2024-07-26,2024-07-26,2024-07-27,12,68,Completed,Walk-In,6065.59,157.64,5907.95
3060,2024-07-27,2024-07-27,2024-07-28,12,93,Completed,App,6415.15,859.66,5555.49
3061,2024-07-28,2024-07-28,2024-07-29,12,82,Completed,Web,7045.34,620.54,6424.8
3062,2024-07-29,2024-07-29,2024-07-30,12,55,Completed,Web,5532.72,629.64,4903.08
3063,2024-07-30,2024-07-30,2024-08-01,12,54,Completed,OTA Partner,6222.63,324.5,5898.13
3064,2024-07-31,2024-07-31,2024-08-02,12,71,Completed,App,4640.34,481.52,4158.82
3065,2024-08-01,2024-08-01,2024-08-02,12,61,Completed,OTA Partner,4898.7,792.63,4106.06
3066,2024-08-02,2024-08-02,2024-08-03,12,68,Completed,Web,6750.16,589.08,6161.07
3067,2024-08-03,2024-08-03,2024-08-05,12,85,Completed,Web,6217.5,608.77,5608.73
3068,2024-08-04,2024-08-04,2024-08-06,12,65,Completed,Walk-In,5602.98,140.1,5462.88
3069,2024-08-05,2024-08-05,2024-08-07,12,56,Completed,Web,6369.14,769.03,5600.11
3070,2024-08-06,2024-08-06,2024-08-09,12,54,Cancelled,App,5374.55,522.67,4851.87
3071,2024-08-07,2024-08-07,2024-08-09,12,70,Completed,Web,4908.73,663.61,4245.12
3072,2024-08-08,2024-08-08,2024-08-09,12,54,No-Show,App,5306.54,483.51,4823.03
3073,2024-08-09,2024-08-09,2024-08-12,12,65,Completed,App,6656.8,896.34,5760.46
3074,2024-08-10,2024-08-10,2024-08-13,12,49,Completed,Web,7417.88,1096.26,6321.62
3075,2024-08-11,2024-08-11,2024-08-13,12,90,Completed,OTA Partner,6861.34,710.02,6151.33
3076,2024-08-12,2024-08-12,2024-08-14,12,55,Completed,Web,5530.48,534.02,4996.47
3077,2024-08-13,2024-08-13,2024-08-14,12,56,Completed,App,5190.43,876.94,4313.5
3078,2024-08-14,2024-08-14,2024-08-16,12,74,Completed,App,6432.82,683.25,5749.57
3079,2024-08-15,2024-08-15,2024-08-16,12,62,Completed,App,6111.03,632.89,5478.14
3080,2024-08-16,2024-08-16,2024-08-17,12,77,Completed,OTA Partner,7135.37,655.33,6480.04
3081,2024-08-17,2024-08-17,2024-08-19,12,71,Completed,OTA Partner,5496.23,349.09,5147.14
3082,2024-08-18,2024-08-18,2024-08-19,12,65,Completed,OTA Partner,6603.46,453.82,6149.64
3083,2024-08-19,2024-08-19,2024-08-21,12,55,Completed,App,6357.83,934.61,5423.22
3084,2024-08-20,2024-08-20,2024-08-21,12,62,Completed,App,4764.85,558.61,4206.24
3085,2024-08-21,2024-08-21,2024-08-22,12,55,Completed,OTA Partner,4531.08,390.51,4140.57
3086,2024-08-22,2024-08-22,2024-08-24,12,65,Completed,Web,6222.99,810.49,5412.5
3087,2024-08-23,2024-08-23,2024-08-25,12,63,Completed,Web,7274.68,1241.85,6032.83
3088,2024-08-24,2024-08-24,2024-08-25,12,70,Completed,App,7240.98,1089.0,6151.98
3089,2024-08-25,2024-08-25,2024-08-26,12,63,Completed,App,6294.31,667.49,5626.82
3090,2024-08-26,2024-08-26,2024-08-27,12,56,Completed,Walk-In,4980.83,10.49,4970.34
3091,2024-08-27,2024-08-27,2024-08-28,12,42,Completed,Walk-In,5647.05,327.0,5320.04
3092,2024-08-28,2024-08-28,2024-08-30,12,67,No-Show,App,5424.92,835.61,4589.32
3093,2024-08-29,2024-08-29,2024-08-31,12,55,Completed,App,5358.57,469.21,4889.36
3094,2024-08-30,2024-08-30,2024-08-31,12,72,Completed,Web,7595.97,1269.79,6326.18
3095,2024-08-31,2024-08-31,2024-09-02,12,90,Completed,Web,6582.3,869.27,5713.03
3096,2024-09-01,2024-09-01,2024-09-02,12,88,Completed,Walk-In,6365.42,96.84,6268.58
3097,2024-09-02,2024-09-02,2024-09-03,12,45,Cancelled,App,6242.18,725.35,5516.83
3098,2024-09-03,2024-09-03,2024-09-04,12,68,Completed,Walk-In,5455.62,140.64,5314.99
3099,2024-09-04,2024-09-04,2024-09-05,12,64,Completed,Web,4827.3,647.52,4179.78
3100,2024-09-05,2024-09-05,2024-09-06,12,68,Completed,Web,6454.99,834.62,5620.38
3101,2024-09-06,2024-09-06,2024-09-09,12,70,Completed,Walk-In,7588.42,304.28,7284.13
3102,2024-09-07,2024-09-07,2024-09-09,12,85,Completed,OTA Partner,6620.59,684.98,5935.61
3103,2024-09-08,2024-09-08,2024-09-10,12,71,Completed,OTA Partner,7323.67,606.93,6716.74
3104,2024-09-09,2024-09-09,2024-09-12,12,66,Completed,App,6374.02,766.2,5607.82
3105,2024-09-10,2024-09-10,2024-09-11,12,61,Cancelled,Walk-In,4727.83,355.91,4371.92
3106,2024-09-11,2024-09-11,2024-09-13,12,56,Completed,Web,5274.81,711.97,4562.83
3107,2024-09-12,2024-09-12,2024-09-13,12,76,Completed,OTA Partner,4554.57,515.83,4038.74
3108,2024-09-13,2024-09-13,2024-09-15,12,65,Cancelled,OTA Partner,6168.42,1216.35,4952.07
3109,2024-09-14,2024-09-14,2024-09-15,12,72,Completed,Web,5374.52,660.39,4714.13
3110,2024-09-15,2024-09-15,2024-09-18,12,83,Completed,App,6496.6,637.18,5859.42
3111,2024-09-16,2024-09-16,2024-09-17,12,66,No-Show,OTA Partner,5833.34,1148.69,4684.66
3112,2024-09-17,2024-09-17,2024-09-18,12,59,Completed,Web,6015.29,1027.46,4987.83
3113,2024-09-18,2024-09-18,2024-09-19,12,63,No-Show,App,5976.96,889.12,5087.84
3114,2024-09-19,2024-09-19,2024-09-21,12,52,Completed,Web,6400.07,1009.2,5390.87
3115,2024-09-20,2024-09-20,2024-09-22,12,75,Completed,Web,6827.43,1158.97,5668.46
3116,2024-09-21,2024-09-21,2024-09-22,12,71,Completed,OTA Partner,6163.56,1187.3,4976.25
3117,2024-09-22,2024-09-22,2024-09-23,12,84,Completed,OTA Partner,7031.32,740.1,6291.22
3118,2024-09-23,2024-09-23,2024-09-24,12,56,Completed,Walk-In,6087.08,151.75,5935.34
3119,2024-09-24,2024-09-24,2024-09-26,12,60,Completed,App,5673.2,588.5,5084.7
3120,2024-09-25,2024-09-25,2024-09-26,12,72,Completed,App,5111.83,773.01,4338.83
3121,2024-09-26,2024-09-26,2024-09-27,12,70,Completed,Walk-In,4840.69,212.96,4627.73
3122,2024-09-27,2024-09-27,2024-09-28,12,67,Completed,App,5518.67,981.07,4537.6
3123,2024-09-28,2024-09-28,2024-09-30,12,66,Cancelled,App,6030.71,686.21,5344.49
3124,2024-09-29,2024-09-29,2024-09-30,12,71,Completed,Walk-In,6486.77,53.95,6432.82
3125,2024-09-30,2024-09-30,2024-10-01,12,54,Completed,Web,6283.01,829.38,5453.63
3126,2024-10-01,2024-10-01,2024-10-03,12,74,Completed,Web,5176.62,931.74,4244.87
3127,2024-10-02,2024-10-02,2024-10-04,12,65,Cancelled,OTA Partner,4545.65,293.91,4251.74
3128,2024-10-03,2024-10-03,2024-10-04,12,62,Completed,App,4817.44,598.29,4219.15
3129,2024-10-04,2024-10-04,2024-10-05,12,80,Completed,Web,7246.59,746.4,6500.19
3130,2024-10-05,2024-10-05,2024-10-08,12,64,Completed,App,5844.8,986.69,4858.1
3131,2024-10-06,2024-10-06,2024-10-07,12,66,Completed,OTA Partner,6354.5,664.81,5689.69
3132,2024-10-07,2024-10-07,2024-10-08,12,60,Completed,Walk-In,5834.88,123.54,5711.35
3133,2024-10-08,2024-10-08,2024-10-09,12,54,Completed,Web,6422.17,1062.39,5359.78
3134,2024-10-09,2024-10-09,2024-10-10,12,56,Completed,Walk-In,4659.47,287.4,4372.07
3135,2024-10-10,2024-10-10,2024-10-11,12,58,Completed,Web,6078.09,670.68,5407.41
3136,2024-10-11,2024-10-11,2024-10-12,12,80,Completed,OTA Partner,7105.97,504.03,6601.95
3137,2024-10-12,2024-10-12,2024-10-15,12,68,Completed,App,7106.64,1078.35,6028.29
3138,2024-10-13,2024-10-13,2024-10-14,12,61,Completed,App,5724.9,899.97,4824.93
3139,2024-10-14,2024-10-14,2024-10-16,12,61,Completed,OTA Partner,6108.6,642.11,5466.49
3140,2024-10-15,2024-10-15,2024-10-16,12,55,Completed,App,6440.28,538.11,5902.17
3141,2024-10-16,2024-10-16,2024-10-17,12,53,Completed,Web,6431.15,693.13,5738.01
3142,2024-10-17,2024-10-17,2024-10-20,12,67,Completed,Walk-In,5850.15,382.58,5467.57
3143,2024-10-18,2024-10-18,2024-10-19,12,55,Cancelled,OTA Partner,6596.56,418.37,6178.19
3144,2024-10-19,2024-10-19,2024-10-20,12,81,Completed,App,6703.35,815.25,5888.1
3145,2024-10-20,2024-10-20,2024-10-22,12,82,Completed,OTA Partner,6809.76,759.57,6050.19
3146,2024-10-21,2024-10-21,2024-10-22,12,53,Completed,Walk-In,6300.59,253.32,6047.27
3147,2024-10-22,2024-10-22,2024-10-23,12,56,Completed,Web,4884.05,523.06,4360.99
3148,2024-10-23,2024-10-23,2024-10-24,12,59,Completed,Web,5886.01,490.39,5395.62
3149,2024-10-24,2024-10-24,2024-10-27,12,49,Completed,Walk-In,5259.0,111.26,5147.74
3150,2024-10-25,2024-10-25,2024-10-27,12,65,Completed,App,6065.81,487.6,5578.21
3151,2024-10-26,2024-10-26,2024-10-28,12,68,Completed,Web,6851.95,1045.62,5806.33
3152,2024-10-27,2024-10-27,2024-10-28,12,85,Cancelled,Web,5851.15,752.08,5099.07
3153,2024-10-28,2024-10-28,2024-10-30,12,66,Completed,OTA Partner,6116.77,357.24,5759.53
3154,2024-10-29,2024-10-29,2024-10-30,12,65,Cancelled,App,5089.62,448.01,4641.62
3155,2024-10-30,2024-10-30,2024-10-31,12,72,Completed,Web,6095.02,994.03,5100.99
